text,label,score,all_labels,all_scores,text_short
"Damit treiben wir im Rahmen der „In China für China“-Strategie unsere lokale Elektrifizierungsstrategie weiter voran und bereiten die gemeinsame Entwicklung von intelligenten vollvernetzten Elektrofahrzeugen für den chinesischen Markt vor. Die China-spezifischen Fahrzeuge ergänzen das bestehende Produktportfolio. Ziel ist es, neue Kunden- und Marktsegmente auf dem chinesischen Markt zu erschließen und damit das Potenzial des dynamisch wach senden Elektromarktes in China zu nutzen.",konkrete Maßnahme,0.6327056884765625,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.6327056884765625, 0.20647960901260376, 0.16081468760967255]",Damit treiben wir im Rahmen der „In China für China“-Strategie unsere lokale Elektrifizierungsstrategie weiter voran und bereiten die gemeinsame Entwi
Dekarbonisierung vorantreiben: Venture Capital Fonds Mit einem Venture Capital Fonds investiert Volkswagen seit 2023 zusätzlich in die Dekarbonisierung innerhalb und außerhalb des Konzerns. Der Fonds hat ein Volumen von 300 Mio. USD und soll Innovationen entlang der gesamten Wertschöpfungskette der Mobilität fördern.,konkrete Maßnahme,0.5365546941757202,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.5365546941757202, 0.26691532135009766, 0.19652998447418213]",Dekarbonisierung vorantreiben: Venture Capital Fonds Mit einem Venture Capital Fonds investiert Volkswagen seit 2023 zusätzlich in die Dekarbonisierun
"Neben Volkswagen soll er auch weiteren aus gewählten Investoren offenstehen. EU zu Vorreiter für Klimaschutz machen: Engagement in der CEO Alliance Volkswagen ist Mitglied in der „CEO Alliance for Europe’s Recovery, Reform and Resilience“, einer paneuropäischen und sektorübergreifenden Allianz großer Konzerne mit Sitz in Europa, die sich ausdrücklich zum Green Deal der EU und zu den damit verbundenen Klimaschutzzielen bekennen.",konkrete Maßnahme,0.3819127380847931,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.3819127380847931, 0.36010366678237915, 0.25798362493515015]",Neben Volkswagen soll er auch weiteren aus gewählten Investoren offenstehen. EU zu Vorreiter für Klimaschutz machen: Engagement in der CEO Alliance Vo
"Die CEO Alliance unterstützt das Ziel, die EU zur weltweit Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 61 führenden Region im Klimaschutz zu machen, Investitionen zu beschleunigen, Innovationen voranzutreiben und damit zukunftssichere Jobs zu schaffen. Aktuell arbeiten die 9 Mitgliedsunternehmen an einer Reihe von Projekten.",konkrete Maßnahme,0.3857288658618927,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.3857288658618927, 0.31848201155662537, 0.29578912258148193]","Die CEO Alliance unterstützt das Ziel, die EU zur weltweit Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transfor"
"Die CEO Alliance unterstützt außerdem das „Fit for 55“-Programm der EU-Kommission und schlägt rasche Maßnahmen zur Dekarbonisierung von Mobilität und Verkehr, zur Transformation des Gebäudesektors sowie eine zügige Dekarbonisierung des Energiesystems in der EU vor.",fragwürdige Nachhaltigkeitsaussage,0.4752997159957886,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4752997159957886, 0.27921155095100403, 0.24548876285552979]",Die CEO Alliance unterstützt außerdem das „Fit for 55“-Programm der EU-Kommission und schlägt rasche Maßnahmen zur Dekarbonisierung von Mobilität und 
"Zudem spricht sich die CEO Alliance für eine CO2-Bepreisung über Branchen- und Ländergrenzen hinweg aus und fordert poli tische Entscheidungsträger in Europa dazu auf, ein deutliches Preissignal zu setzen und das EU-Emissionshandelssystem kontinuierlich weiterzuentwickeln. Ambitionierte Dekarbonisierungsziele definieren und verfolgen Bis zum Jahr 2050 will der Volkswagen Konzern ein bilanziell CO2-neutrales Unternehmen sein.",fragwürdige Nachhaltigkeitsaussage,0.4129328429698944,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4129328429698944, 0.33402878046035767, 0.2530383765697479]",Zudem spricht sich die CEO Alliance für eine CO2-Bepreisung über Branchen- und Ländergrenzen hinweg aus und fordert poli tische Entscheidungsträger in
"Für die Erreichung dieses Ziels sind neben CO2-Reduktionsmaßnahmen und der Um stellung auf erneuerbare Energien auch Kompensationsmaß nahmen vorgesehen. Um 50,4 % sollen die produktionsbedingten CO2-Emissionen bis 2030 sinken. Der Konzern hat sich das Ziel gesetzt, die produktionsbe dingten CO2-Emissionen seiner Pkw und leichten Nutzfahr zeuge bis 2030 um 50,4 % zu senken – verglichen mit dem Basisjahr 2018.",konkrete Maßnahme,0.50312340259552,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.50312340259552, 0.26191791892051697, 0.2349586933851242]",Für die Erreichung dieses Ziels sind neben CO2-Reduktionsmaßnahmen und der Um stellung auf erneuerbare Energien auch Kompensationsmaß nahmen vorgesehe
"Die Science Based Targets Initiative (SBTi) hat dem Volkswagen Konzern bestätigt, dass das Unter nehmen mit seiner Zielsetzung für die Produktionsphase (Scope 1 und 2) die Bedingungen zur Begrenzung der Erd erwärmung auf 1,5 Grad Celsius erfüllt. Die konzernweite Produktion leistet mit ihren verschärften CO2-Einspar zielen auch einen Beitrag, um die gesamten Klimaziele der Volkswagen AG zu erreichen.",konkrete Maßnahme,0.6004990935325623,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.6004990935325623, 0.23221378028392792, 0.16728709638118744]","Die Science Based Targets Initiative (SBTi) hat dem Volkswagen Konzern bestätigt, dass das Unter nehmen mit seiner Zielsetzung für die Produktionsphas"
"Das Ziel, die CO2-Emissionen in der Nutzungsphase (Scope 3) um 30 % zu reduzieren, hat die SBTi dem Volkswagen Konzern als konform mit der Begrenzung der Erderwärmung auf 2 Grad Celsius bestätigt. Bis 2030 will das Unternehmen 30 % weniger CO2 im Durch schnitt pro Fahrzeug (Pkw und leichte Nutzfahrzeuge) über den gesamten Lebenszyklus ausstoßen als 2018. Die Ziele sollen durch reine CO2-Reduktion erreicht werden.",konkrete Maßnahme,0.7996621131896973,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.7996621131896973, 0.10923462361097336, 0.09110324084758759]","Das Ziel, die CO2-Emissionen in der Nutzungsphase (Scope 3) um 30 % zu reduzieren, hat die SBTi dem Volkswagen Konzern als konform mit der Begrenzung "
"Dekarbonisierungsziele wurden darüber hinaus auch im Bereich der schweren Lkw und Busse formuliert, welche Unterziele für den Konzern darstellen. Beispielsweise ver pflichtet sich Scania, seine absoluten Scope-1- und Scope-2Treibhausgasemissionen bis 2025 um 50 % gegenüber dem Basisjahr 2015 zu reduzieren. Das Unternehmen kündigte 2022 außerdem an, seine Lieferkette bis 2030 weitestgehend zu dekarbonisieren.",konkrete Maßnahme,0.3540419340133667,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.3540419340133667, 0.33848249912261963, 0.3074755370616913]","Dekarbonisierungsziele wurden darüber hinaus auch im Bereich der schweren Lkw und Busse formuliert, welche Unterziele für den Konzern darstellen. Beis"
"Das betrifft die wichtigsten Produkti onsmaterialien und größten Emissionsquellen Batterien, Stahl, Aluminium und Gusseisen. Die Scope-3-Treibhausgasemis sionen aus der Nutzung der verkauften Fahrzeuge sollen bei Scania bis 2025 um 20 % pro Fahrzeugkilometer sinken, ebenfalls ausgehend vom Basisjahr 2015. Die SBTi hat Scania bestätigt, dass diese Ziele einem Niveau entsprechen, das eine Begrenzung der Erderwärmung auf 1,5 Grad Celsius er möglicht.",konkrete Maßnahme,0.3876032531261444,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.3876032531261444, 0.3142189085483551, 0.2981778383255005]","Das betrifft die wichtigsten Produkti onsmaterialien und größten Emissionsquellen Batterien, Stahl, Aluminium und Gusseisen. Die Scope-3-Treibhausgase"
"Auch MAN verfügt über eine SBTi-Zertifizierung seines Dekarbonisierungsziels. Verglichen mit 2019 will das Unternehmen seine Scope-1- und Scope-2-Emissionen bis 2030 um 70 % senken, seine Scope-3-Emissionen um 28 %. Zusätzlich haben sich Scania und MAN zum Net-Zero-Stan dard der SBTi verpflichtet. Auch Volkswagen Truck & Bus und Navistar haben sich Reduktionsziele gesetzt und arbeiten daran, sich diese von der SBTi validieren zu lassen.",konkrete Maßnahme,0.37980809807777405,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.37980809807777405, 0.3106970489025116, 0.30949485301971436]",Auch MAN verfügt über eine SBTi-Zertifizierung seines Dekarbonisierungsziels. Verglichen mit 2019 will das Unternehmen seine Scope-1- und Scope-2-Emis
"Dekarbonisierungsindex zur Messbarkeit der Zielerreichung Mit dem Dekarbonisierungsindex (DKI) verfügen wir über ein aussagekräftiges Messinstrument, das unsere Fortschritte und Zwischenergebnisse auf diesem Gebiet öffentlich und nachvollziehbar macht.",konkrete Maßnahme,0.5521662831306458,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5521662831306458, 0.22634761035442352, 0.22148601710796356]","Dekarbonisierungsindex zur Messbarkeit der Zielerreichung Mit dem Dekarbonisierungsindex (DKI) verfügen wir über ein aussagekräftiges Messinstrument, "
"Er bemisst sich nach den Emissionen von CO2 und CO2-Äquivalenten (gemeinsam CO2e) der Pkw und leichte Nutzfahrzeuge produzierenden Marken der Re gionen Europa (EU27, Vereinigtes Königreich, Norwegen und Island), China (inklusive der chinesischen Joint Ventures) und USA während des gesamten Lebenszyklus. Die Nutzungs phase wird hierbei über 200.000 km und unter Bezugnahme auf regionsspezifische Flottenwerte ohne gesetzliche Flexi bilitäten berechnet.",fragwürdige Nachhaltigkeitsaussage,0.46123433113098145,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.46123433113098145, 0.27488967776298523, 0.26387596130371094]",Er bemisst sich nach den Emissionen von CO2 und CO2-Äquivalenten (gemeinsam CO2e) der Pkw und leichte Nutzfahrzeuge produzierenden Marken der Re gione
"Die CO2-Intensität des Ladestroms der elektrifizierten Fahrzeuge wird ebenfalls auf Basis von regions spezifischen Strommixen berechnet. Die Wartung der Fahr zeuge wird hier nicht berücksichtigt. Unsere Fahrzeug-Öko bilanzen, die als Datengrundlage für die Berechnung der Lieferketten- und Recyclingemissionen genutzt werden, sind von externer und unabhängiger Seite nach den Normen ISO 14040 und ISO 14044 verifiziert worden.",fragwürdige Nachhaltigkeitsaussage,0.43762171268463135,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.43762171268463135, 0.2960960268974304, 0.266282320022583]",Die CO2-Intensität des Ladestroms der elektrifizierten Fahrzeuge wird ebenfalls auf Basis von regions spezifischen Strommixen berechnet. Die Wartung d
Im Scope 3 sind in einigen nicht direkt produktbezogenen Kategorien auch Emissionen aus weiteren Konzerneinheiten und Regionen enthalten.,fragwürdige Nachhaltigkeitsaussage,0.5383931994438171,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.5383931994438171, 0.3102065920829773, 0.15140020847320557]",Im Scope 3 sind in einigen nicht direkt produktbezogenen Kategorien auch Emissionen aus weiteren Konzerneinheiten und Regionen enthalten.
"GRI 305-1, 305-2, 305-3, 305-5 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 62 Die DKI-Berechnungsmethodik wird in Abhängigkeit von in ternen und externen Anforderungen wie etwa neuen Prüf zyklen für Flottenemissionen regelmäßig angepasst.",fragwürdige Nachhaltigkeitsaussage,0.39156755805015564,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.39156755805015564, 0.3366357088088989, 0.27179673314094543]","GRI 305-1, 305-2, 305-3, 305-5 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrit"
"Für die Darstellung einer methodisch konsistenten Zeitreihe können daher auch bereits veröffentlichte DKI-Werte an die neue Methodik angepasst und somit geändert werden. Der DKI misst die durchschnittlichen Emissionen von CO2 und CO2-Äquivalenten der Pkw und leichte Nutzfahrzeuge produzierenden Marken der Regio nen Europa (EU27, Vereinigtes Königreich, Norwegen und Island), China und USA während des gesamten Lebenszyklus und wird in Tonnen CO2 pro Fahrzeug angegeben.",konkrete Maßnahme,0.3857221305370331,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.3857221305370331, 0.35434430837631226, 0.2599335014820099]",Für die Darstellung einer methodisch konsistenten Zeitreihe können daher auch bereits veröffentlichte DKI-Werte an die neue Methodik angepasst und som
"Er beinhaltet sowohl die direkten und indirekten CO2-Emissionen der einzelnen Produktions standorte (Scope 1 und 2) als auch weitere direkte und indirekte CO2-Emissionen im Lebenszyklus der Fahrzeuge und darüber hinaus (Scope 3). Im Berichtsjahr betrug der DKI-Wert im Durchschnitt 47,3 t CO2 pro Fahrzeug. Im Vergleich zum Vorjahreswert bedeutet dies eine Reduktion um 0,5 t CO2 pro Fahrzeug.",fragwürdige Nachhaltigkeitsaussage,0.41273775696754456,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.41273775696754456, 0.36470717191696167, 0.2225550413131714]",Er beinhaltet sowohl die direkten und indirekten CO2-Emissionen der einzelnen Produktions standorte (Scope 1 und 2) als auch weitere direkte und indir
"Zurückzu führen ist dies vor allem auf geringere Emissionen in der Nutzungsphase beispielsweise durch gestiegene Anteile von Elektrofahrzeugen. Damit zeigt die Elektrifizierung des Portfolios, kombiniert mit dem Einsatz von erneuerbaren Energien in Produktion und Nutzungsphase, Wirkung. Für das Jahr 2024 plant Volkswagen, die für die Basisjahre berichteten CO2-Werte anzupassen.",konkrete Maßnahme,0.44080251455307007,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.44080251455307007, 0.31394457817077637, 0.24525287747383118]",Zurückzu führen ist dies vor allem auf geringere Emissionen in der Nutzungsphase beispielsweise durch gestiegene Anteile von Elektrofahrzeugen. Damit 
"Es kann unterschiedliche Gründe geben, die Emissionen vergangener Jahre neu zu bewerten, um einen fairen Vergleich mit aktuellen Emissionen zu ermöglichen: Strukturelle Änderungen des Unterneh mens, Änderungen der Berechnungsmethode, Steigerung der Genauigkeit von Emissionsfaktoren oder Aktivitätsdaten, Erkenntnisse über signifikante Fehler etc. Im Volkswagen Konzern werden Berechnungsänderungen einmal jährlich in einem festgelegten Prozess entschieden.",fragwürdige Nachhaltigkeitsaussage,0.630044162273407,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.630044162273407, 0.23681539297103882, 0.13314048945903778]","Es kann unterschiedliche Gründe geben, die Emissionen vergangener Jahre neu zu bewerten, um einen fairen Vergleich mit aktuellen Emissionen zu ermögli"
"Derzeit wird daran gearbeitet, auf Basis dieser Entscheidungen eine Rekalku lation der historischen Emissionen für die Basisjahre der aktuellen Klimaschutzziele durchzuführen und auditieren zu lassen.",konkrete Maßnahme,0.4853931665420532,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4853931665420532, 0.30362895131111145, 0.21097788214683533]","Derzeit wird daran gearbeitet, auf Basis dieser Entscheidungen eine Rekalku lation der historischen Emissionen für die Basisjahre der aktuellen Klimas"
"Beispiele für derzeit in der Bewertung befindliche Änderungen der Berechnungsprämissen für den DKI seit 2018 sind: Verfügbarkeit regionsspezifischer Ökobilanzen für den Markt China (seit 2022), Verwendung unternehmensspezifischer Verschnittraten für Stahl- und Aluminiumbauteile in der Produktion anstatt generischer Daten (seit 2022 [Aluminium] bzw. 2023 [Stahl]), Verwendung von Worldwide Harmonized Light Vehicles Test Procedure (WLTP)- anstatt New European Driving Cycle (NEDC)-Verbrauchswerten für die Berechnung der Nutzungsphase (seit 2020), Verwendung spezifischer Da ten für die Emissionen der Konzern-Franchises (insbesondere Autohäuser) anstatt generischer Werte (seit 2022), Berech nung generischer Ökobilanzen mit 0 % Anteil recycelten Alu miniums (seit 2022).",fragwürdige Nachhaltigkeitsaussage,0.4823590815067291,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.4823590815067291, 0.2889188826084137, 0.22872203588485718]",Beispiele für derzeit in der Bewertung befindliche Änderungen der Berechnungsprämissen für den DKI seit 2018 sind: Verfügbarkeit regionsspezifischer Ö
"Transparenz zu CO2-Emissionen als Basis für Verbesserungen Wir erheben jährlich mit dem Scope-1-bis-3-Inventar ent sprechend den Vorgaben des international anerkannten Greenhouse Gas Protocols (GHG Protocol) den CO2-Fußab druck des Konzerns. Daraus können wir den Erfolg unserer Maßnahmen ablesen, aber auch die weiter bestehenden Handlungspotenziale erkennen.",vage Behauptung,0.3558329641819,"['vage Behauptung', 'konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage']","[0.3558329641819, 0.3356083631515503, 0.3085586726665497]",Transparenz zu CO2-Emissionen als Basis für Verbesserungen Wir erheben jährlich mit dem Scope-1-bis-3-Inventar ent sprechend den Vorgaben des internat
In Übereinstimmung mit den vom World Business Council for Sustainable Development (WBCSD) und vom World Resources Institute veröffentlichten Scope-3-Standards berichten wir im Jahr 2023 CO2-Emissionen zu 13 der ins gesamt 15 Scope-3-Kategorien. Demnach entstehen circa 22 % des gesamten Scope-3-Aufkommens in der Emissions kategorie „Beschaffte Güter und Dienstleistungen“ sowie 72 % in der „Nutzungsphase“ (Well-to-Wheel).,fragwürdige Nachhaltigkeitsaussage,0.4236447513103485,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.4236447513103485, 0.29662027955055237, 0.2797349691390991]",In Übereinstimmung mit den vom World Business Council for Sustainable Development (WBCSD) und vom World Resources Institute veröffentlichten Scope-3-S
"Zur Berechnung der Emissionen der Nutzungsphase werden im DKI und im Scope-3-THG-Inventar Flottenwerte ohne gesetzliche Flexi bilitäten genutzt. Die Berechnung der CO2-Emissionen in der Nutzungsphase des Scope-3-THG-Inventars basiert auf einem Konzernflotten wert, der durch die Neuwagenflotte (Pkw und leichte Nutz fahrzeuge) in den drei Regionen Europas (EU27, Vereinigtes Königreich, Norwegen und Island), USA und China (inklusive der chinesischen Joint Ventures) repräsentiert wird.",konkrete Maßnahme,0.45495501160621643,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.45495501160621643, 0.331466943025589, 0.2135779857635498]",Zur Berechnung der Emissionen der Nutzungsphase werden im DKI und im Scope-3-THG-Inventar Flottenwerte ohne gesetzliche Flexi bilitäten genutzt. Die B
"Um ein möglichst vollständiges Bild zu erhalten, erfassen wir in dieser Kategorie zusätzlich auch die Emissionen, die bei der Her stellung und dem Transport der Kraftstoffe (Well-to-Tank) entstehen.",fragwürdige Nachhaltigkeitsaussage,0.38818594813346863,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.38818594813346863, 0.37268784642219543, 0.23912619054317474]","Um ein möglichst vollständiges Bild zu erhalten, erfassen wir in dieser Kategorie zusätzlich auch die Emissionen, die bei der Her stellung und dem Tra"
"GRI 305-1, 305-2, 305-3, 305-4, 305-5 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 63 CO2-Flottenemissionen Europa (EU27+2) Um die Wirksamkeit unserer Maßnahmen zur Reduzierung der CO2-Emissionen unserer Fahrzeuge zu messen, erheben wir in Europa und in den USA die Kennzahl CO2-Flotten emissionen.",fragwürdige Nachhaltigkeitsaussage,0.4892764389514923,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.4892764389514923, 0.3158636689186096, 0.19485990703105927]","GRI 305-1, 305-2, 305-3, 305-4, 305-5 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | I"
"Die Neuwagenflotte der leichten Nutzfahrzeuge des Volkswagen Konzerns hat die gesetzlichen Vorgaben für das Berichtsjahr in UK erreicht, jedoch in der Schweiz knapp verfehlt. in Gramm pro Kilometer (WLTP) 0 20 40 60 80 100 120 140 160 2 119 119 119 100 124 2023 2022 20211 2020 2019 2 CO2-Emission der europäischen (EU27+2) Pkw-Neuwagenflotte des Volkswagen Konzerns 1 Die Berechnung der CO2-Flottenemissionen seitens der EU-Kommission wurde 2021 von NEFZ auf WLTP umgestellt. 2 Vorbehaltlich der Bestätigung der CO2-Daten im Rahmen der offiziellen Veröffentlichung der EU-Kommission.",fragwürdige Nachhaltigkeitsaussage,0.37860092520713806,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.37860092520713806, 0.3392423391342163, 0.28215673565864563]","Die Neuwagenflotte der leichten Nutzfahrzeuge des Volkswagen Konzerns hat die gesetzlichen Vorgaben für das Berichtsjahr in UK erreicht, jedoch in der"
"Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 64 CO2-Flottenemissionen USA In den USA ist die Emissionsgemeinschaft – bestehend aus den Konzernmarken Volkswagen Pkw, Audi, Lamborghini, Bentley und Porsche – verpflichtet, die Vorschriften der zwei Regulierungen Greenhouse Gas (GHG) und Corporate Average Fuel Economy (CAFE) einzuhalten.",fragwürdige Nachhaltigkeitsaussage,0.44330841302871704,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.44330841302871704, 0.29229289293289185, 0.2643986642360687]",Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette
"Für 2030 wollen wir den Elektrofahrzeug-Anteil unserer Neuwagen flotte auf deutlich über 50 % erhöhen und wären damit im Zielkorridor der aktuellen Administration. Dekarbonisierungsziele erreichen Um die Treibhausgasemissionen über den gesamten Lebens zyklus der Volkswagen Produkte zu beeinflussen, stehen uns vor allem zwei Hebel zur Verfügung: die Elektro-Offensive des Konzerns und die Erneuerbare-Energien-Strategie.",konkrete Maßnahme,0.4126606285572052,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.4126606285572052, 0.34481969475746155, 0.24251966178417206]",Für 2030 wollen wir den Elektrofahrzeug-Anteil unserer Neuwagen flotte auf deutlich über 50 % erhöhen und wären damit im Zielkorridor der aktuellen Ad
"Für die Strategie- und Zielentwicklung sowie die Umsetzung des Programms und der Flottencompliance sind der KSK FC und ein eigens gegründetes Projekthaus Dekarbonisierung zuständig. Ihm gehören Experten aller Marken und relevanten Fachbereiche an. In einem festgelegten Prozess, der von der Leitung des Projekthauses Dekarbonisierung und der KSK FC gesteuert wird, überprüfen wir die Maßnahmen, mit denen wir das Ziel der Dekarbonisierung erreichen können.",konkrete Maßnahme,0.36105456948280334,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.36105456948280334, 0.3407951891422272, 0.29815030097961426]",Für die Strategie- und Zielentwicklung sowie die Umsetzung des Programms und der Flottencompliance sind der KSK FC und ein eigens gegründetes Projekth
"Alle Produktionsstandorte sowie die Marken und Regionen haben Dekarbonisierungsroadmaps erstellt. Mit einem Tracking system wird der Grad der Zielerreichung gemessen. Verfehlen wir unser Ziel, setzen wir Korrekturmaßnahmen um. Die schwe ren Nutzfahrzeuge der TRATON SE haben einen erheblichen CO2-Fußabdruck und sind deshalb Bestandteil eines eigenen Dekarbonisierungsprogramms, das mit dem bestehenden Dekarbonisierungsprogramm für Pkw und leichte Nutzfahr zeuge über Schnittstellen verbunden ist.",konkrete Maßnahme,0.47918257117271423,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.47918257117271423, 0.26646924018859863, 0.25434818863868713]",Alle Produktionsstandorte sowie die Marken und Regionen haben Dekarbonisierungsroadmaps erstellt. Mit einem Tracking system wird der Grad der Zielerre
"Das Programm und die damit verbunden Maßnahmen sollen Fortschritte bei der Reduzierung von Treibhausgasemissionen ermöglichen. 0 20 40 60 80 100 120 140 160 133 142 146 152 144 1 2 2023 2022 2021 2020 2019 in Gramm pro Kilometer für das Modelljahr CO2-Emission nach GHG für Pkw und leichte Nutzfahrzeuge des Volkswagen Konzerns in den USA 1 Vorbehaltlich der Einreichung des Final MY Reports MY23 und der anschließenden Anerkennung durch EPA und CARB (interner Datenstand September 2023). 2 Vorbehaltlich der Anerkennung durch EPA und CARB (Final MY Report MY22 eingereicht, aber noch nicht bestätigt).",konkrete Maßnahme,0.36102911829948425,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.36102911829948425, 0.3546585142612457, 0.28431236743927]",Das Programm und die damit verbunden Maßnahmen sollen Fortschritte bei der Reduzierung von Treibhausgasemissionen ermöglichen. 0 20 40 60 80 100 120 1
"Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 65 Kennzahlen Dekarbonisierung Einheit 2023 2022 Hinweise und Kommentare Dekarbonisierungsindex1 | GRI 305-4 WLTP strategische Kennzahl in t CO2/Fzg. 47,3 47,8 (48,0) Die Kennzahl umfasst Pkw und leichte Nutzfahrzeuge produzierende Marken der Regionen Europa (EU27, Vereinigtes Königreich, Norwegen und Island), China und USA.",fragwürdige Nachhaltigkeitsaussage,0.4389283061027527,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4389283061027527, 0.299603134393692, 0.2614685595035553]",Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette
"Durchschnittliche Emissionen Pkw-Neuwagenflotte (strategische Kennzahl) EU g CO2/km 119 119 USA g CO2/km 133 142 Emissionsgemeinschaft: Volkswagen Pkw, Audi, Lamborghini, Bentley und Porsche. Prognosewert: Der für das Modelljahr 2023 genannte Wert versteht sich eben falls vorbehaltlich der Bestätigung durch die Behörde EPA.",vage Behauptung,0.3981057107448578,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.3981057107448578, 0.3738642930984497, 0.2280300408601761]",Durchschnittliche Emissionen Pkw-Neuwagenflotte (strategische Kennzahl) EU g CO2/km 119 119 USA g CO2/km 133 142 Emissionsgemeinschaft: Volkswagen Pkw
